fabricante,local_empresa,ano_revisado,origem,cacau_percent,num_ingredientes,classificacao
Pralus,France,2006,Blend,75,4,3.5
Pralus,France,2006,Jamaica,75,4,3.75
Pralus,France,2006,Ecuador,80,4,3.75
Pralus,France,2007,Sao Tome,75,4,4
Pralus,France,2008,Dominican Republic,75,4,2
Pralus,France,2008,Madagascar,100,2,3
Pralus,France,2008,Brazil,75,4,3.5
Pralus,France,2009,Venezuela,75,4,2
Pralus,France,2010,Venezuela,75,4,3.5
Pralus,France,2011,Venezuela,75,4,3.25
Pralus,France,2015,Peru,75,3,3.25
Pralus,France,2019,Papua New Guinea,75,4,3
Pralus,France,2019,Indonesia,75,4,3
Pralus,France,2019,Venezuela,75,4,3
Pralus,France,2019,Madagascar,75,4,3
Pralus,France,2019,Colombia,75,4,3
Pralus,France,2019,Trinidad,75,4,3.25
Pralus,France,2019,Ghana,75,4,3.25
Pralus,France,2019,Sao Tome & Principe,75,4,3.5
Pralus,France,2019,Tanzania,75,4,3.5
Pralus,France,2019,Ecuador,75,4,3.5
Primo Botanica,U.S.A.,2018,Tanzania,75,2,3.25
Primo Botanica,U.S.A.,2018,Peru,75,2,3.25
Public Chocolatory,South Korea,2019,Vietnam,70,2,2.75
Pump Street Bakery,U.K.,2014,Venezuela,75,3,2.75
Pump Street Bakery,U.K.,2014,Ecuador,85,3,2.75
Pump Street Bakery,U.K.,2014,Ecuador,75,3,3
Pump Street Bakery,U.K.,2014,Madagascar,72,3,3.25
Pump Street Bakery,U.K.,2015,Honduras,80,3,2.75
Pump Street Bakery,U.K.,2015,Grenada,70,3,3.5
Pump Street Bakery,U.K.,2015,Madagascar,74,3,3.5
Pump Street Bakery,U.K.,2016,Ecuador,77,3,3.5
Pump Street Bakery,U.K.,2017,Jamaica,75,2,3.75
Pump Street Bakery,U.K.,2018,Solomon Islands,72,3,3.25
Pura Delizia,Italy,2012,Venezuela,73,4,2.75
Pura Delizia,Italy,2017,Ecuador,73,4,3.25
Pura Delizia,Italy,2017,Papua New Guinea,75,4,3.25
Pura Delizia,Italy,2017,Vietnam,75,4,3.5
Pura Delizia,Italy,2017,Philippines,66,4,3.5
Pura Delizia,Italy,2017,Dominican Republic,65,4,3.75
Q Chocolate,Brazil,2012,Brazil,60,3,3
Q Chocolate,Brazil,2012,Brazil,65,3,3.25
Q Chocolate,Brazil,2013,Brazil,55,3,2.75
Q Chocolate,Brazil,2013,Brazil,75,3,3.25
Q Chocolate,Brazil,2013,Brazil,80,3,3.25
Q Chocolate,Brazil,2013,Brazil,85,3,3.5
Qantu,Canada,2018,Peru,70,3,3
Qantu,Canada,2019,Peru,70,3,3.75
Qantu,Canada,2020,Peru,70,3,3.5
Qantu,Canada,2020,Peru,70,3,4
Qantu,Canada,2021,Peru,70,3,3.75
Quetzalli (Wolter),Mexico,2016,Mexico,70,3,2.75
Quetzalli (Wolter),Mexico,2016,Mexico,74,3,3
Raaka,U.S.A.,2011,Dominican Republic,85,3,3.5
Raaka,U.S.A.,2012,Madagascar,75,3,3.25
Raaka,U.S.A.,2015,Congo,75,3,2.75
Raaka,U.S.A.,2016,Peru,70,3,3
Raaka,U.S.A.,2017,Haiti,70,3,3.25
Raaka,U.S.A.,2017,Haiti,70,3,3.5
Rain Republic,Guatemala,2010,Guatemala,70,5,2.75
Rancho San Jacinto,Ecuador,2010,Ecuador,75,NA,3
Ranger,U.S.A.,2015,Peru,70,2,2.5
Ranger,U.S.A.,2015,Peru,80,2,3.25
Ranger,U.S.A.,2015,Peru,73,2,3.5
Ranger,U.S.A.,2021,Mexico,70,2,3.25
Raoul Boulanger,France,2016,Peru,75,3,3.25
Raphio,U.S.A.,2018,Ecuador,72,3,3.5
Raphio,U.S.A.,2018,Tanzania,72,3,3.75
Raphio,U.S.A.,2018,Peru,72,3,3.75
Raphio,U.S.A.,2019,Dominican Republic,72,3,3.5
Raphio,U.S.A.,2019,Nicaragua,72,3,3.5
Raphio,U.S.A.,2021,Ghana,72,3,3.5
Raw Cocoa,Poland,2012,Peru,70,NA,2.5
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,75,4,3
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,67,4,3.5
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,75,4,3.75
Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,75,4,2.5
Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,75,4,3.25
Ritual,U.S.A.,2011,Costa Rica,75,2,3.5
Ritual,U.S.A.,2012,Ecuador,75,2,3.25
Ritual,U.S.A.,2012,Trinidad,75,2,3.5
Ritual,U.S.A.,2012,Madagascar,75,2,4
Ritual,U.S.A.,2013,Peru,75,2,3
Ritual,U.S.A.,2013,Belize,75,2,3.75
Ritual,U.S.A.,2015,Ecuador,85,2,3.5
Ritual,U.S.A.,2015,Blend,70,2,3.5
Ritual,U.S.A.,2016,Ecuador,75,2,3.75
Ritual,U.S.A.,2017,Mexico,75,3,3.75
Ritual,U.S.A.,2019,Nicaragua,70,2,3.5
Ritual,U.S.A.,2019,Trinidad,80,2,3.5
Ritual,U.S.A.,2020,Madagascar,75,3,3.5
River-Sea,U.S.A.,2018,Tanzania,72,3,3
River-Sea,U.S.A.,2019,Fiji,70,3,2.5
River-Sea,U.S.A.,2019,Peru,70,3,2.5
Roasting Masters,South Korea,2016,Costa Rica,70,2,3.25
Roasting Masters,South Korea,2016,Costa Rica,70,2,3.25
Roasting Masters,South Korea,2016,Costa Rica,70,2,3.25
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,75,5,3.25
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,68,4,3.25
Rococo (Grenada Chocolate Co.),U.K.,2012,Grenada,66,NA,3.5
Rogue,U.S.A.,2008,Dominican Republic,70,2,2.75
Rogue,U.S.A.,2008,Jamaica,70,2,2.75
Rogue,U.S.A.,2008,Madagascar,70,2,3
Rogue,U.S.A.,2008,Trinidad,70,2,3
Rogue,U.S.A.,2009,Venezuela,70,2,3.5
Rogue,U.S.A.,2010,Peru,75,2,3.75
Rogue,U.S.A.,2011,Bolivia,75,2,3
Rogue,U.S.A.,2012,Ecuador,75,2,3.75
Rogue,U.S.A.,2013,Madagascar,70,2,3.5
Rogue,U.S.A.,2013,Dominican Republic,70,2,3.5
Rogue,U.S.A.,2013,Jamaica,75,2,3.75
Rogue,U.S.A.,2013,Bolivia,75,2,4
Rogue,U.S.A.,2014,Venezuela,80,2,3.75
Rogue,U.S.A.,2015,Bolivia,75,2,3.25
Rogue,U.S.A.,2015,Venezuela,70,2,3.75
Rogue,U.S.A.,2016,Honduras,75,2,3.75
Rozsavolgyi,Hungary,2011,Venezuela,71,3,2.5
Rozsavolgyi,Hungary,2011,Principe,77,3,2.75
Rozsavolgyi,Hungary,2011,Venezuela,73,3,3.5
Rozsavolgyi,Hungary,2011,Venezuela,70,3,3.5
Rozsavolgyi,Hungary,2012,Venezuela,76,3,2.25
Rozsavolgyi,Hungary,2012,Venezuela,84,3,2.5
Rozsavolgyi,Hungary,2012,Madagascar,72,3,2.5
Rozsavolgyi,Hungary,2017,Venezuela,73,3,3.75
Rozsavolgyi,Hungary,2021,Peru,72,3,3.75
Ruket,Italy,2017,Honduras,72,3,2.75
Ruket,Italy,2018,Haiti,75,3,3
Ruket,Italy,2018,Nicaragua,70,3,3.5
Ruket,Italy,2021,Indonesia,77,2,2.75
Ruket,Italy,2021,Tanzania,72,2,3.5
S.A.I.D.,Italy,2010,Blend,100,NA,1.5
S.A.I.D.,Italy,2010,Dominican Republic,70,NA,3
S.A.I.D.,Italy,2010,Madagascar,64,NA,3.5
S.A.I.D.,Italy,2010,Blend,72,NA,3.5
S.A.I.D.,Italy,2010,Blend,72,NA,3.5
Sacred,U.S.A.,2012,Blend,83,4,2.75
Sacred,U.S.A.,2012,Blend,69,4,3.25
Salgado,Argentina,2008,Brazil,70,4,3.5
Salgado,Argentina,2008,Ecuador,70,4,3.5
Salgado,Argentina,2008,Venezuela,70,4,3.5
Salgado,Argentina,2008,Ecuador,70,4,3.5
San Jose,Ecuador,2017,Ecuador,70,4,3.25
Santander (Compania Nacional),Colombia,2006,Colombia,53,5,2
Santander (Compania Nacional),Colombia,2006,Colombia,65,5,3
Santander (Compania Nacional),Colombia,2006,Colombia,70,5,3.75
Santander (Compania Nacional),Colombia,2009,Colombia,75,3,2.75
Santander (Compania Nacional),Colombia,2009,Colombia,70,5,3
Santome,France,2011,Sao Tome,70,5,2.75
Scharffen Berger,U.S.A.,2006,Blend,82,5,2
Scharffen Berger,U.S.A.,2006,Blend,68,5,2
Scharffen Berger,U.S.A.,2006,Jamaica,70,5,2
Scharffen Berger,U.S.A.,2006,Blend,62,5,3
Scharffen Berger,U.S.A.,2006,Blend,70,5,3.5
Scharffen Berger,U.S.A.,2007,Blend,72,5,3
Scharffen Berger,U.S.A.,2007,Blend,62,5,3
Scharffen Berger,U.S.A.,2007,Blend,75,5,3
Scharffen Berger,U.S.A.,2007,Venezuela,75,5,3.75
Scharffen Berger,U.S.A.,2008,Blend,72,5,3
Scharffen Berger,U.S.A.,2009,Brazil,68,5,3.75
Scharffen Berger,U.S.A.,2009,Vietnam,72,5,3.75
Scharffen Berger,U.S.A.,2009,Ghana,65,5,4
Scharffen Berger,U.S.A.,2010,Grenada,68,5,3.5
Scharffen Berger,U.S.A.,2010,Madagascar,65,5,3.75
Scharffen Berger,U.S.A.,2011,Papua New Guinea,68,5,3.75
Scharffen Berger,U.S.A.,2012,Peru,78,4,4
Seaforth,U.K.,2015,Dominican Republic,70,2,2.75
Seaforth,U.K.,2015,Grenada,70,2,2.75
Seahorse,U.S.A.,2018,Honduras,70,2,2.75
Seahorse,U.S.A.,2018,Dominican Republic,70,2,3
Seahorse,U.S.A.,2018,Tanzania,70,2,3.25
Seahorse,U.S.A.,2019,Fiji,70,2,2.75
Seahorse,U.S.A.,2019,Uganda,70,2,3.5
Seahorse,U.S.A.,2021,Trinidad,75,2,3.25
Seahorse,U.S.A.,2021,Peru,70,2,3.5
Seahorse,U.S.A.,2021,Vietnam,70,2,3.5
Seahorse,U.S.A.,2021,India,70,2,3.5
Shane Chocolate Works,U.S.A.,2019,Guatemala,70,3,3
Shane Chocolate Works,U.S.A.,2019,Colombia,70,3,3
Shane Chocolate Works,U.S.A.,2019,Belize,70,3,3.5
Shark Mountain,U.S.A.,2014,Ecuador,75,2,3
Shark Mountain,U.S.A.,2014,Belize,72,2,3.25
Shark Mountain,U.S.A.,2015,Venezuela,77,2,2.75
Shark Mountain,U.S.A.,2015,Jamaica,72,2,3.25
Shark Mountain,U.S.A.,2015,Papua New Guinea,73,2,3.5
Shark Mountain,U.S.A.,2015,Dominican Republic,74,2,3.5
Shark's,U.S.A.,2011,U.S.A.,73,4,2
Shark's,U.S.A.,2011,U.S.A.,73,4,2.5
Shattell,Peru,2011,Peru,75,3,3.5
Shattell,Peru,2016,Peru,70,3,3.25
Sibu,Costa Rica,2015,Costa Rica,82,3,3.25
Sibu,Costa Rica,2015,Costa Rica,70,3,3.5
Sibu Sura,U.S.A.,2012,Peru,70,NA,2.5
Silvio Bessone,Italy,2011,Belize,67,4,3
Silvio Bessone,Italy,2011,Colombia,68,4,3
Silvio Bessone,Italy,2011,Sao Tome,65,4,3.25
Silvio Bessone,Italy,2011,Brazil,60,4,3.25
Sirene,Canada,2014,Madagascar,67,3,3.75
Sirene,Canada,2014,Madagascar,73,3,3.75
Sirene,Canada,2014,Ecuador,73,3,3.75
Sirene,Canada,2015,Madagascar,100,1,3
Sirene,Canada,2015,Ecuador,100,1,3
Sirene,Canada,2015,Guatemala,73,2,3
Sirene,Canada,2015,Guatemala,73,2,3.25
Sirene,Canada,2015,Haiti,73,2,3.25
Sirene,Canada,2016,Bolivia,73,2,3.5
Sirene,Canada,2016,Tanzania,73,2,3.5
Sirene,Canada,2016,Ecuador,73,2,3.75
Sirene,Canada,2017,Peru,73,2,3.75
Sirene,Canada,2021,Mexico,73,3,3
Sirene,Canada,2021,India,73,3,3.25
Sjolinds,U.S.A.,2015,Ghana,70,4,2.75
Sjolinds,U.S.A.,2015,Nicaragua,72,3,3
"Smooth Chocolator, The",Australia,2015,Bolivia,72,3,2.75
"Smooth Chocolator, The",Australia,2015,Peru,67,3,3
"Smooth Chocolator, The",Australia,2015,Madagascar,65,3,3.25
"Smooth Chocolator, The",Australia,2015,Madagascar,70,3,3.5
"Smooth Chocolator, The",Australia,2015,Papua New Guinea,65,3,3.5
"Smooth Chocolator, The",Australia,2015,Tanzania,67,3,3.75
"Smooth Chocolator, The",Australia,2015,Trinidad,70,3,3.75
"Smooth Chocolator, The",Australia,2015,Venezuela,70,3,3.75
"Smooth Chocolator, The",Australia,2015,Ecuador,72,3,4
"Smooth Chocolator, The",Australia,2016,Vietnam,70,3,3
"Smooth Chocolator, The",Australia,2016,Guatemala,70,3,3.25
"Smooth Chocolator, The",Australia,2016,Venezuela,70,3,3.75
"Smooth Chocolator, The",Australia,2016,Belize,70,3,3.75
"Smooth Chocolator, The",Australia,2016,Australia,67,3,3.75
"Smooth Chocolator, The",Australia,2016,Ecuador,70,3,4
"Smooth Chocolator, The",Australia,2017,Dominican Republic,70,3,3.5
"Smooth Chocolator, The",Australia,2017,Haiti,70,3,3.5
Snake & Butterfly,U.S.A.,2010,Madagascar,68,3,3
Snake & Butterfly,U.S.A.,2010,Ecuador,68,3,3.25
Snake & Butterfly,U.S.A.,2011,Ghana,67,3,1.5
Soeka,Amsterdam,2018,Sulawesi,66,3,3.25
Soklet,India,2017,India,70,3,2.75
Sol Cacao,U.S.A.,2015,Madagascar,72,2,3
Sol Cacao,U.S.A.,2016,Ecuador,70,2,3.5
Solkiki,U.K.,2016,Dominican Republic,85,2,2.75
Solkiki,U.K.,2016,Peru,68,2,2.75
Solkiki,U.K.,2019,Philippines,70,3,2.5
Solomons Gold,New Zealand,2016,Solomon Islands,70,2,3.25
Solomons Gold,New Zealand,2016,Solomon Islands,75,2,3.25
Solstice,U.S.A.,2013,Madagascar,70,2,3
Solstice,U.S.A.,2013,Venezuela,70,2,3
Solstice,U.S.A.,2013,Bolivia,70,2,3.25
Solstice,U.S.A.,2013,Peru,70,3,3.25
Solstice,U.S.A.,2013,Blend,70,3,3.5
Solstice,U.S.A.,2014,Uganda,70,3,3
Solstice,U.S.A.,2017,Tanzania,70,3,3.25
Solstice,U.S.A.,2018,India,70,3,3.25
Solstice,U.S.A.,2021,Vietnam,70,3,3.5
Soma,Canada,2009,Dominican Republic,70,3,3
Soma,Canada,2009,Dominican Republic,70,3,3
Soma,Canada,2009,Ghana,70,3,3.5
Soma,Canada,2009,Papua New Guinea,70,3,3.5
Soma,Canada,2009,Madagascar,70,3,3.75
Soma,Canada,2009,Venezuela,70,3,3.75
Soma,Canada,2010,Blend,70,3,3.75
Soma,Canada,2011,Grenada,70,3,2.75
Soma,Canada,2011,Bolivia,70,3,3.5
Soma,Canada,2011,Venezuela,70,3,3.5
Soma,Canada,2011,Dominican Republic,70,3,3.75
Soma,Canada,2011,Blend,70,3,4
Soma,Canada,2011,Peru,64,3,4
Soma,Canada,2012,Haiti,70,3,3.25
Soma,Canada,2012,Guatemala,70,3,3.5
Soma,Canada,2012,Blend,70,3,3.5
Soma,Canada,2012,Papua New Guinea,85,3,3.5
Soma,Canada,2012,U.S.A.,70,3,3.75
Soma,Canada,2012,Venezuela,70,3,3.75
Soma,Canada,2012,Blend,70,3,4
Soma,Canada,2012,Blend,70,3,4
Soma,Canada,2013,Peru,70,3,2.75
Soma,Canada,2013,Indonesia,70,3,3.25
Soma,Canada,2013,Blend,70,3,3.25
Soma,Canada,2013,Venezuela,70,3,3.25
Soma,Canada,2013,Dominican Republic,77,3,3.75
Soma,Canada,2013,Trinidad,70,3,3.75
Soma,Canada,2013,Venezuela,70,3,3.75
Soma,Canada,2013,Blend,88,3,4
Soma,Canada,2013,Venezuela,70,3,4
Soma,Canada,2013,Blend,67,3,4
Soma,Canada,2013,Jamaica,70,3,4
Soma,Canada,2014,Nicaragua,70,3,3.25
Soma,Canada,2014,Blend,70,3,3.25
Soma,Canada,2014,Nicaragua,70,3,3.5
Soma,Canada,2014,Ecuador,80,3,3.5
Soma,Canada,2014,Peru,70,3,3.75
Soma,Canada,2014,Vanuatu,70,3,3.75
Soma,Canada,2015,Venezuela,70,3,3.5
Soma,Canada,2015,Venezuela,75,3,4
Soma,Canada,2016,Ecuador,70,3,3.25
Soma,Canada,2016,Dominican Republic,62,3,3.5
Soma,Canada,2016,Madagascar,70,3,3.5
Soma,Canada,2016,Brazil,70,3,3.5
Soma,Canada,2016,Nicaragua,70,3,3.75
Soma,Canada,2016,Blend,75,3,3.75
Soma,Canada,2016,Vietnam,70,3,4
Soma,Canada,2017,Fiji,70,3,3.25
Soma,Canada,2017,Colombia,70,3,4
Soma,Canada,2018,Haiti,70,3,3
Soma,Canada,2018,Madagascar,70,3,4
Soma,Canada,2018,Venezuela,70,3,4
Soma,Canada,2021,Blend,62,4,3.25
Soma,Canada,2021,Madagascar,70,3,3.5
Soma,Canada,2021,Venezuela,70,3,3.5
Soma,Canada,2021,Vietnam,70,3,4
Somerville,U.S.A.,2014,Nicaragua,70,2,3.25
Somerville,U.S.A.,2014,U.S.A.,70,2,3.5
Soul,Canada,2017,Dominican Republic,70,2,3.25
Soul,Canada,2017,Ecuador,75,2,3.25
Soul,Canada,2017,Papua New Guinea,77,2,3.25
Soul,Canada,2017,Madagascar,70,2,3.5
Soul,Canada,2017,Venezuela,75,2,3.5
Soul,Canada,2017,Tanzania,80,2,3.5
Spagnvola,U.S.A.,2012,Dominican Republic,70,4,3
Spagnvola,U.S.A.,2012,Dominican Republic,80,4,3
Spagnvola,U.S.A.,2012,Dominican Republic,75,4,3.25
Spencer,Australia,2014,Vanuatu,72,3,2.75
Spencer,Australia,2016,Dominican Republic,70,3,3.5
Spencer,Australia,2016,Ecuador,70,3,3.75
Spencer,Australia,2016,Madagascar,70,3,3.75
Spencer,U.S.A.,2017,Peru,70,3,2.75
Spencer,U.S.A.,2017,Ecuador,70,3,3.5
Spencer,U.S.A.,2017,Dominican Republic,70,3,3.75
Spinnaker,U.S.A.,2021,Belize,70,2,3.25
Spinnaker,U.S.A.,2021,Madagascar,70,2,3.5
Spinnaker,U.S.A.,2021,Uganda,70,2,3.5
Sprungli (Felchlin),Switzerland,2013,Bolivia,70,4,3
SRSLY,U.S.A.,2013,Dominican Republic,84,3,2.25
SRSLY,U.S.A.,2013,Dominican Republic,70,3,3
Starchild,U.S.A.,2015,Ecuador,70,4,3
Starchild,U.S.A.,2015,Dominican Republic,70,4,3
Starchild,U.S.A.,2015,Guatemala,70,4,3
Starchild,U.S.A.,2015,Nicaragua,70,4,3
Starchild,U.S.A.,2015,Madagascar,70,4,3
Stella (aka Bernrain),Switzerland,2011,India,72,4,3.25
Stella (aka Bernrain),Switzerland,2012,Brazil,68,4,2.75
Stone Grindz,U.S.A.,2014,Ecuador,84,3,3.5
Stone Grindz,U.S.A.,2014,Ecuador,70,3,3.5
Stone Grindz,U.S.A.,2017,Bolivia,70,3,2.5
StRita Supreme,U.S.A.,2012,Philippines,65,4,2.5
StRita Supreme,U.S.A.,2012,Philippines,70,4,2.5
StRita Supreme,U.S.A.,2012,Philippines,75,4,2.75
Sublime Origins,U.S.A.,2013,Madagascar,67,2,2.75
Sublime Origins,U.S.A.,2013,Belize,78,2,3.25
Summerbird,Denmark,2016,Peru,61,5,2.5
Summerbird,Denmark,2016,Peru,71,5,3
Suruca Chocolate,Venezuela,2016,Venezuela,70,3,2.75
Suruca Chocolate,Venezuela,2016,Venezuela,60,3,3
Svenska Kakaobolaget,Sweden,2015,Sri Lanka,70,2,2.75
Svenska Kakaobolaget,Sweden,2019,Tanzania,74,2,2.75
sweet beans,U.S.A.,2021,Honduras,72,3,3
sweet beans,U.S.A.,2021,Peru,72,3,3
sweet beans,U.S.A.,2021,Uganda,77,3,3.5
sweet beans,U.S.A.,2021,Trinidad,80,3,3.75
Sweet Escalier,Japan,2018,Peru,70,5,2.5
Sweet Escalier,Japan,2018,Tanzania,75,3,2.75
Sweet Escalier,Japan,2018,Belize,70,5,3
Sweet Escalier,Japan,2018,Brazil,70,5,3
Sweet Escalier,Japan,2018,Venezuela,75,5,3.25
Sweetness,Canada,2020,Mexico,74,3,3
Sweetness,Canada,2020,Peru,68,3,3.25
Sweetness,Canada,2020,Papua New Guinea,73,3,3.25
Szanto Tibor,Hungary,2011,Venezuela,70,3,3
Szanto Tibor,Hungary,2012,Dominican Republic,70,3,3.25
Szanto Tibor,Hungary,2012,Madagascar,70,3,3.25
Szanto Tibor,Hungary,2012,Peru,70,3,3.75
Szanto Tibor,Hungary,2013,Nicaragua,70,3,3.25
Szanto Tibor,Hungary,2013,Madagascar,70,3,3.5
Szanto Tibor,Hungary,2013,Madagascar,70,3,3.5
Szanto Tibor,Hungary,2014,Venezuela,70,3,3.5
Szanto Tibor,Hungary,2014,Cuba,70,3,3.75
Szanto Tibor,Hungary,2015,Ecuador,70,3,3.25
Szanto Tibor,Hungary,2015,Cuba,88,3,3.25
Szanto Tibor,Hungary,2015,Madagascar,70,3,3.25
Szanto Tibor,Hungary,2015,Vietnam,70,3,3.25
Szanto Tibor,Hungary,2015,Brazil,70,3,3.5
Szanto Tibor,Hungary,2015,Ecuador,70,3,3.75
Tabal,U.S.A.,2013,Mexico,70,4,2.5
Tabal,U.S.A.,2013,Costa Rica,70,4,2.75
Tabal,U.S.A.,2013,Dominican Republic,70,4,2.75
Tabal,U.S.A.,2013,Peru,70,4,3
Tablette (aka Vanillabeans),Japan,2015,Trinidad,77,4,2.75
Tablette (aka Vanillabeans),Japan,2015,Colombia,70,5,3
Tablette (aka Vanillabeans),Japan,2015,Papua New Guinea,62,5,3.25
Tablette (aka Vanillabeans),Japan,2015,Vietnam,60,5,3.25
Tala,Vietnam,2019,Vietnam,70,3,2.75
Tala,Vietnam,2019,Vietnam,75,3,3
Tan Ban Skrati,Suriname,2016,Suriname,70,2,3.25
Taste Artisan,U.S.A.,2019,Venezuela,75,4,3
Taste Artisan,U.S.A.,2019,Peru,75,3,3.25
Taste Artisan,U.S.A.,2019,Peru,75,3,4
Taste Artisan aka Coleman and Davis,U.S.A.,2015,Madagascar,75,4,3
Taucherli,Switzerland,2019,Nicaragua,72,3,3
Taucherli,Switzerland,2019,Mexico,70,3,3.25
Taylor Made,U.S.A.,2021,Haiti,67,3,2.75
Taza,U.S.A.,2007,Dominican Republic,70,3,3
Taza,U.S.A.,2009,Mexico,75,3,2.75
Taza,U.S.A.,2011,Bolivia,87,3,3.25
Taza,U.S.A.,2014,Belize,68,3,3
TCHO,U.S.A.,2008,Ghana,70,5,2.5
TCHO,U.S.A.,2008,Peru,70,5,2.5
TCHO,U.S.A.,2008,Peru,70,5,2.5
TCHO,U.S.A.,2008,Madagascar,70,5,2.75
TCHO,U.S.A.,2009,Blend,60,5,2.75
TCHO,U.S.A.,2009,Blend,68,5,3
TCHO,U.S.A.,2012,Blend,99,NA,3.25
TCHO,U.S.A.,2016,Blend,62,5,2
Tejas,U.S.A.,2012,Peru,70,4,2
Tejas,U.S.A.,2012,Madagascar,70,4,2.75
Tejas,U.S.A.,2012,Bolivia,70,3,2.75
Tejas,U.S.A.,2012,Brazil,70,3,2.75
Tejas,U.S.A.,2012,Blend,70,4,3
Tejas,U.S.A.,2012,Papua New Guinea,70,4,3
Tejas,U.S.A.,2012,Madagascar,70,3,3
Tejas,U.S.A.,2012,Venezuela,80,4,3
Tejas,U.S.A.,2012,Ecuador,70,4,3.25
Tejas,U.S.A.,2012,Ecuador,70,3,3.25
Tejas,U.S.A.,2012,Mexico,70,3,3.25
Tejas,U.S.A.,2012,Bolivia,67,3,3.25
Tejas,U.S.A.,2012,Dominican Republic,70,4,3.5
Tejas,U.S.A.,2012,Brazil,70,3,3.5
Terroir,U.S.A.,2014,Ecuador,77,2,3.25
Terroir,U.S.A.,2014,Madagascar,67,2,3.75
Terroir,U.S.A.,2014,Uganda,73,2,3.75
Terroir,U.S.A.,2015,Peru,70,2,2.75
Terroir,U.S.A.,2015,Ecuador,70,2,3.25
Terroir,U.S.A.,2015,Dominican Republic,70,3,3.5
Terroir,U.S.A.,2015,Belize,70,2,3.75
Terroir,U.S.A.,2015,Madagascar,70,2,3.75
Terroir,U.S.A.,2015,Guatemala,70,3,3.75
Terroir,U.S.A.,2019,Haiti,72,3,2.75
Terroir,U.S.A.,2019,Belize,77,3,3
Terroir,U.S.A.,2019,Bolivia,77,3,3.25
The Barn,Sweden,2015,Peru,70,3,3
Theo,U.S.A.,2007,Venezuela,91,2,2
Theo,U.S.A.,2007,Ivory Coast,75,4,2.5
Theo,U.S.A.,2007,Ghana,84,4,3
Theo,U.S.A.,2007,Blend,75,3,3
Theo,U.S.A.,2007,Madagascar,65,3,3.5
Theo,U.S.A.,2012,Congo,65,4,3.25
Theobroma,Japan,2015,Peru,70,2,3.25
Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,70,2,3.5
Tibito,Colombia,2018,Colombia,70,3,3
Tibito,Colombia,2018,Colombia,70,3,3.25
Timo A. Meyer,Germany,2016,Belize,72,3,3.75
Tiny House,U.S.A.,2019,Tanzania,71,2,2.75
To'ak,Ecuador,2020,Ecuador,75,3,3.25
To'ak (Ecuatoriana),Ecuador,2014,Ecuador,81,2,3.25
Tobago Estate (Pralus),France,2012,Tobago,70,NA,4
Tocoti,U.S.A.,2011,Venezuela,72,3,2.75
Tocoti,U.S.A.,2011,Dominican Republic,74,3,3
Tocoti,U.S.A.,2012,Bolivia,77,3,3
Tosier,U.K.,2018,Haiti,70,3,2.75
Tosier,U.K.,2018,Bolivia,70,3,3
Tosier,U.K.,2018,Belize,70,3,3.5
Tosier,U.K.,2019,Colombia,70,3,2.75
Tree to Bar,South Korea,2019,Ecuador,70,2,3.5
Treehouse,U.S.A.,2014,Dominican Republic,72,2,3
Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,70,3,2.75
Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,70,3,3.25
Triangle Roasters,U.S.A.,2020,Nicaragua,70,2,3.25
Triangle Roasters,U.S.A.,2020,Haiti,70,2,3.25
Triangle Roasters,U.S.A.,2020,Guatemala,70,2,3.75
Triangle Roasters,U.S.A.,2021,Philippines,70,2,3.25
Tribar,Peru,2018,Peru,73,3,3
Tribar,Peru,2018,Peru,70,3,3.5
Tribe,Canada,2020,Vietnam,70,2,2.75
Tribe,Canada,2020,Honduras,70,2,2.75
Tribe,Canada,2020,Peru,70,2,3
Tsara (Cinagra),Madagascar,2011,Madagascar,72,NA,3.5
twenty-four blackbirds,U.S.A.,2011,Dominican Republic,73,2,2.75
twenty-four blackbirds,U.S.A.,2013,Bolivia,75,2,2.5
twenty-four blackbirds,U.S.A.,2013,Dominican Republic,68,2,3.25
twenty-four blackbirds,U.S.A.,2014,Madagascar,75,2,3.5
twenty-four blackbirds,U.S.A.,2015,Dominican Republic,75,2,2.75
twenty-four blackbirds,U.S.A.,2015,Ecuador,75,2,3.5
twenty-four blackbirds,U.S.A.,2017,Tanzania,75,2,3.25
Two Ravens,U.S.A.,2016,Peru,60,3,3
Un Dimanche A Paris,France,2011,Dominican Republic,63,NA,3.75
Uncouth,Canada,2017,Dominican Republic,75,2,2.75
Uncouth,Canada,2017,Tanzania,75,2,3
Uncouth,Canada,2017,Guatemala,75,2,3.25
Undone,U.S.A.,2014,Nicaragua,74,2,2.75
Undone,U.S.A.,2014,Dominican Republic,70,2,3
Upchurch,U.S.A.,2016,Madagascar,72,2,3
Upchurch,U.S.A.,2016,Tanzania,72,2,3.25
